soru,konu,tavsiye
9/4 kesri tam sayılı kesre nasıl çevrilir?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir kesrin değeri 1 ise pay ve payda hakkında ne söylenebilir?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/8 sayısının ondalık gösterimi kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2/3 ile 3/4 kesirlerinden hangisi büyüktür?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
5/6 eksi 1/3 işleminin sonucu kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir sayının 2/5'i 20 ise sayı kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
1/5 kesri yüzde kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
"0,125 sayısı kesir olarak nasıl yazılır?",Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
6/15 kesri sadeleştirildiğinde ne olur?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/7 kesrinin paydası 14 yapılırsa pay kaç olur?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
4/5'in 25 ile çarpımı kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir bütünün 7/12'si boyanmışsa boyanmayan kısmı kaçtır?,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2 üzeri 5 kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
3 üzeri x eşittir 81 ise x kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
5 üzeri 0 değeri kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri 3 ile 2 üzeri 4 çarpımı hangi üs şeklinde yazılır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
10 üzeri 2 kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
4 üzeri 2 ile 2 üzeri 4 değerleri eşit midir?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri x eşittir 64 ise x kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
3 üzeri 2 ile 3 üzeri 1 toplamı kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
a üzeri 3 ile a üzeri 2 çarpılırsa sonuç nasıl yazılır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri 6 sayısının yarısı kaçtır?,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 1,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 2,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 3,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 4,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 5,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 6,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 7,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 8,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 9,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 10,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 11,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 12,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 13,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 14,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 15,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 16,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 17,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 18,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 19,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 20,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Karekök 49 kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 81 ile karekök 16 toplamı kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 25 sayısının karesi kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 144 değeri kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Kök 4 ile kök 9 çarpımı kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 36 eksi karekök 9 kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 100 sayısı hangi doğal sayıya eşittir?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Kök 64 bölü kök 4 işleminin sonucu kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 121 kaçtır?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Karekök 50 ifadesi hangi köklü biçimde sadeleştirilebilir?,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 1,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 2,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 3,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 4,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 5,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 6,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 7,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 8,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 9,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 10,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 11,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 12,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 13,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 14,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 15,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 16,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 17,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 18,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 19,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
Köklü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 20,Köklü Sayılar,"Köklü sayılarda karekök alma, köklü ifadelerde işlem ve sadeleştirme konularını tekrar etmelisin."
2x+5=17 denkleminde x kaçtır?,Denklem Çözme,"Denklem çözmede bilinmeyeni yalnız bırakma, parantez açma ve eşitliğin iki tarafına aynı işlemi uygulama konularını tekrar etmelisin."
3x-4=11 ise x değeri nedir?,Denklem Çözme,"Denklem çözmede bilinmeyeni yalnız bırakma, parantez açma ve eşitliğin iki tarafına aynı işlemi uygulama konularını tekrar etmelisin."
x/2+6=10 denkleminde x kaçtır?,Denklem Çözme,"Denklem çözmede bilinmeyeni yalnız bırakma, parantez açma ve eşitliğin iki tarafına aynı işlemi uygulama konularını tekrar etmelisin."
5x=45 ise x kaçtır?,Denklem Çözme,"Denklem çözmede bilinmeyeni yalnız bırakma, parantez açma ve eşitliğin iki tarafına aynı işlemi uygulama konularını tekrar etmelisin."
