soru,soru_temiz,konu,tavsiye
36 sayısının asal çarpanlarına ayrılmış biçimi nedir?,36 sayisinin asal carpanlarina ayrilmis bicimi nedir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
11 ile 17 sayıları aralarında asal mıdır?,11 ile 17 sayilari aralarinda asal midir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
En küçük iki asal sayının toplamı kaçtır?,en kucuk iki asal sayinin toplami kactir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
Bir çift asal sayı kaçtır?,bir cift asal sayi kactir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
77 sayısının asal çarpanları nelerdir?,77 sayisinin asal carpanlari nelerdir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
29 sayısı neden asal sayıdır?,29 sayisi neden asal sayidir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
Asal sayıların 1 ve kendisi dışında pozitif böleni var mıdır?,asal sayilarin 1 ve kendisi disinda pozitif boleni var midir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
45 sayısının asal çarpanları hangileridir?,45 sayisinin asal carpanlari hangileridir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
İki farklı asal sayının çarpımı 35 ise bu sayılar nelerdir?,i ki farkli asal sayinin carpimi 35 ise bu sayilar nelerdir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
2 basamaklı en büyük asal sayı kaçtır?,2 basamakli en buyuk asal sayi kactir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
13 sayısının pozitif bölenleri nelerdir?,13 sayisinin pozitif bolenleri nelerdir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
60 sayısı asal çarpanlarına ayrılırsa hangi asal sayılar kullanılır?,60 sayisi asal carpanlarina ayrilirsa hangi asal sayilar kullanilir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
Aralarında asal iki sayının ortak böleni kaçtır?,aralarinda asal iki sayinin ortak boleni kactir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
23 asal sayı mıdır?,23 asal sayi midir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
51 sayısı asal mıdır?,51 sayisi asal midir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
Bir asal sayının karesi kaç farklı asal çarpan içerir?,bir asal sayinin karesi kac farkli asal carpan icerir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
"2, 5 ve 10 sayılarından hangileri asaldır?",2 5 ve 10 sayilarindan hangileri asaldir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
En küçük üç asal sayının çarpımı kaçtır?,en kucuk uc asal sayinin carpimi kactir,Asal Sayılar,"Asal sayı tanımı, asal çarpanlara ayırma, bölen sayısı ve aralarında asal olma konularını tekrar etmelisin."
1/2 ile 1/3 toplamı kaçtır?,1 bolu 2 ile 1 bolu 3 toplami kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/4 sayısının ondalık gösterimi nedir?,3 bolu 4 sayisinin ondalik gosterimi nedir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2/5 ile 1/5 farkı kaçtır?,2 bolu 5 ile 1 bolu 5 farki kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
"Bir kesrin payı 6, paydası 8 ise sadeleştirilmiş hali nedir?",bir kesrin payi 6 paydasi 8 ise sadelestirilmis hali nedir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
5/6 sayısı 1'den büyük müdür küçük müdür?,5 bolu 6 sayisi 1 den buyuk mudur kucuk mudur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
1/4 sayısının 3 katı kaçtır?,1 bolu 4 sayisinin 3 kati kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2/3 sayısının yarısı kaçtır?,2 bolu 3 sayisinin yarisi kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
"0,75 sayısının kesir gösterimi nedir?",0 75 sayisinin kesir gosterimi nedir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
7/10 ile 2/10 toplamı kaçtır?,7 bolu 10 ile 2 bolu 10 toplami kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir pastanın 3/8'i yenirse geriye kaçta kaçı kalır?,bir pastanin 3 bolu 8 i yenirse geriye kacta kaci kalir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
4/9 ile 2/9 toplamı kaçtır?,4 bolu 9 ile 2 bolu 9 toplami kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
5/12 kesrinin 2 katı kaçtır?,5 bolu 12 kesrinin 2 kati kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
1 tam 1/2 sayısı bileşik kesir olarak nasıl yazılır?,1 tam 1 bolu 2 sayisi bilesik kesir olarak nasil yazilir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/5 ile 4/5 karşılaştırıldığında hangisi büyüktür?,3 bolu 5 ile 4 bolu 5 karsilastirildiginda hangisi buyuktur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2/7 kesrinin payı 4 artırılırsa yeni kesir nedir?,2 bolu 7 kesrinin payi 4 artirilirsa yeni kesir nedir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
8/10 kesri sadeleşirse ne olur?,8 bolu 10 kesri sadelesirse ne olur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
"0,2 sayısının kesir karşılığı nedir?",0 2 sayisinin kesir karsiligi nedir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
1/6 ile 1/2 toplamı kaçtır?,1 bolu 6 ile 1 bolu 2 toplami kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
9/4 kesri tam sayılı kesre nasıl çevrilir?,9 bolu 4 kesri tam sayili kesre nasil cevrilir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir kesrin değeri 1 ise pay ve payda hakkında ne söylenebilir?,bir kesrin degeri 1 ise pay ve payda hakkinda ne soylenebilir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/8 sayısının ondalık gösterimi kaçtır?,3 bolu 8 sayisinin ondalik gosterimi kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2/3 ile 3/4 kesirlerinden hangisi büyüktür?,2 bolu 3 ile 3 bolu 4 kesirlerinden hangisi buyuktur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
5/6 eksi 1/3 işleminin sonucu kaçtır?,5 bolu 6 eksi 1 bolu 3 isleminin sonucu kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir sayının 2/5'i 20 ise sayı kaçtır?,bir sayinin 2 bolu 5 i 20 ise sayi kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
1/5 kesri yüzde kaçtır?,1 bolu 5 kesri yuzde kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
"0,125 sayısı kesir olarak nasıl yazılır?",0 125 sayisi kesir olarak nasil yazilir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
6/15 kesri sadeleştirildiğinde ne olur?,6 bolu 15 kesri sadelestirildiginde ne olur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
3/7 kesrinin paydası 14 yapılırsa pay kaç olur?,3 bolu 7 kesrinin paydasi 14 yapilirsa pay kac olur,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
4/5'in 25 ile çarpımı kaçtır?,4 bolu 5 in 25 ile carpimi kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
Bir bütünün 7/12'si boyanmışsa boyanmayan kısmı kaçtır?,bir butunun 7 bolu 12 si boyanmissa boyanmayan kismi kactir,Rasyonel Sayılar,"Rasyonel sayılarda dört işlem, sadeleştirme, kesir-ondalık dönüşümü ve karşılaştırma konularını tekrar etmelisin."
2 üzeri 5 kaçtır?,2 uzeri 5 kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
3 üzeri x eşittir 81 ise x kaçtır?,3 uzeri x esittir 81 ise x kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
5 üzeri 0 değeri kaçtır?,5 uzeri 0 degeri kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri 3 ile 2 üzeri 4 çarpımı hangi üs şeklinde yazılır?,2 uzeri 3 ile 2 uzeri 4 carpimi hangi us seklinde yazilir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
10 üzeri 2 kaçtır?,10 uzeri 2 kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
4 üzeri 2 ile 2 üzeri 4 değerleri eşit midir?,4 uzeri 2 ile 2 uzeri 4 degerleri esit midir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri x eşittir 64 ise x kaçtır?,2 uzeri x esittir 64 ise x kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
3 üzeri 2 ile 3 üzeri 1 toplamı kaçtır?,3 uzeri 2 ile 3 uzeri 1 toplami kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
a üzeri 3 ile a üzeri 2 çarpılırsa sonuç nasıl yazılır?,a uzeri 3 ile a uzeri 2 carpilirsa sonuc nasil yazilir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
2 üzeri 6 sayısının yarısı kaçtır?,2 uzeri 6 sayisinin yarisi kactir,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 1,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 1,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 2,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 2,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 3,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 3,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 4,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 4,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 5,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 5,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 6,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 6,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 7,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 7,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 8,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 8,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 9,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 9,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 10,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 10,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
Üslü Sayılar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen değer nasıl bulunur? Örnek 11,uslu sayilar konusunda verilen matematiksel ifadede temel kural uygulanarak istenen deger nasil bulunur ornek 11,Üslü Sayılar,"Üslü sayılarda üs alma, taban eşitleme, aynı tabanlı işlemler ve negatif/sıfır üs kurallarını tekrar etmelisin."
